Surname,Count,Rank,Rate,USRank,USTotal,Source
#Last name / Surname,Number of occurrences among people self-identifying as Asian & Pacific Islander,Surname rank among Asians & Pacific Islanders,% of people with surname self-identifying as 'Asian & Pacific Islander',U.S. Rank,U.S. total occurrences,https://names.mongabay.com/data/asian_pacific_islander.html Derived from US Census Data
BROWER,1053,2981,7.10%,2232,14930,
TRIGGS,1053,2981,41.50%,11388,2537,
JEANTY,1052,2983,85.40%,20124,1232,
LEDAY,1051,2984,89.70%,20923,1172,
ROCHESTER,1050,2985,28.00%,8137,3752,
BIRD,1049,2986,3.10%,944,33962,
EVERSON,1049,2986,14.10%,4421,7422,
CHAVERS,1049,2986,35.90%,10142,2920,
GAILLARD,1048,2989,45.50%,12367,2304,
FERDINAND,1046,2990,46.50%,12616,2251,
HANNON,1045,2991,9.00%,2841,11578,
PEGRAM,1044,2992,26.20%,7706,3982,
SWANIGAN,1044,2992,74.80%,18329,1395,
BERRYMAN,1042,2994,14.10%,4426,7412,
LATSON,1042,2994,68.20%,17134,1527,
ODOMS,1042,2994,83.20%,19865,1252,
WOODFORK,1042,2994,89.70%,21069,1162,
BERGER,1041,2998,2.40%,716,43556,
BENT,1041,2998,24.70%,7292,4215,
RANGE,1041,2998,34.20%,9795,3048,
DOBY,1041,2998,43.20%,11903,2408,
STRINGFELLOW,1040,3002,22.00%,6613,4728,
GWYNN,1040,3002,32.40%,9317,3212,
DRUMMER,1039,3004,56.40%,14783,1842,
CARRIER,1038,3005,7.70%,2467,13413,
HORNSBY,1038,3005,14.50%,4546,7164,
WARDLAW,1038,3005,33.00%,9491,3141,
MUNN,1037,3008,12.00%,3755,8666,
RHYMES,1036,3009,57.00%,14939,1816,
RAPHAEL,1034,3010,27.40%,8107,3768,
GARNES,1034,3010,45.50%,12497,2275,
CLINE,1033,3012,2.10%,628,49167,
GREATHOUSE,1033,3012,13.30%,4239,7740,
WITT,1032,3014,3.30%,1020,31360,
LOPES,1032,3014,6.40%,2074,16029,
CASTLEBERRY,1032,3014,12.90%,4107,7984,
LIGHTNER,1032,3014,18.60%,5716,5560,
FEREBEE,1032,3014,57.00%,14966,1812,
CROFT,1031,3019,8.10%,2616,12702,
MORRELL,1031,3019,9.10%,2916,11334,
SEABROOKS,1030,3021,90.60%,21438,1137,
DEXTER,1029,3022,10.70%,3390,9660,
PHARR,1029,3022,27.90%,8268,3686,
MAHAN,1028,3024,6.90%,2231,14937,
COAKLEY,1028,3024,17.70%,5499,5814,
BODY,1028,3024,55.20%,14641,1863,
THACKER,1027,3027,5.00%,1607,20531,
HAIR,1027,3027,12.50%,3959,8231,
GAYNOR,1027,3027,16.80%,5238,6121,
VITAL,1027,3027,28.00%,8294,3674,
BESTER,1027,3027,64.10%,16525,1601,
BRIDGEFORTH,1027,3027,80.20%,19515,1280,
GRAVELY,1026,3033,33.60%,9782,3050,
HENTON,1026,3033,45.20%,12511,2271,
WHITSON,1025,3035,11.20%,3564,9150,
BAIRD,1024,3036,3.00%,935,34233,
COAXUM,1024,3036,96.30%,22570,1063,
PATTEN,1023,3038,8.90%,2880,11448,
HURDLE,1023,3038,43.00%,12047,2377,
CARAWAY,1022,3040,16.30%,5137,6268,
DORSETT,1022,3040,20.00%,6161,5121,
CAINE,1022,3040,25.10%,7544,4066,
DEVAUGHN,1022,3040,50.70%,13771,2017,
DUHART,1022,3040,77.70%,19118,1316,
PIPKINS,1021,3045,50.10%,13658,2037,
PEARSALL,1020,3046,21.90%,6681,4661,
LEFTWICH,1020,3046,27.40%,8185,3728,
SURRATT,1019,3048,22.70%,6889,4495,
CHARITY,1019,3048,70.70%,17895,1442,
SESSIONS,1018,3050,14.10%,4528,7204,
PRYCE,1018,3050,47.50%,13085,2144,
CALIXTE,1018,3050,88.30%,21209,1153,
DOWLING,1017,3053,6.50%,2137,15581,
SPEAKS,1017,3053,31.20%,9189,3264,
TORAIN,1017,3053,95.00%,22443,1070,
RAWLINS,1016,3056,16.50%,5199,6173,
BRAZIL,1016,3056,20.10%,6225,5059,
DEWS,1016,3056,51.30%,13989,1979,
ARLINE,1016,3056,74.00%,18542,1373,
STCLAIR,1015,3060,7.10%,2318,14296,
GRIFFITHS,1015,3060,7.50%,2444,13563,
EDDINGS,1015,3060,25.80%,7806,3929,
PATILLO,1015,3060,63.40%,16517,1602,
LADD,1014,3064,6.40%,2096,15898,
RENFRO,1014,3064,10.40%,3345,9781,
BRAITHWAITE,1014,3064,29.80%,8856,3402,
SESAY,1014,3064,87.70%,21156,1156,
NAPPER,1013,3068,37.20%,10753,2723,
HALLMAN,1012,3069,10.50%,3400,9642,
MCMICHAEL,1012,3069,13.90%,4488,7271,
SHUFORD,1012,3069,34.70%,10142,2920,
RAIFORD,1012,3069,46.70%,12961,2169,
PANKEY,1011,3073,28.40%,8534,3555,
FAUNTLEROY,1011,3073,74.90%,18781,1349,
GROVER,1010,3075,6.10%,2010,16551,
CAUDLE,1010,3075,12.60%,4080,8031,
COTTEN,1010,3075,19.10%,5982,5300,
HERVEY,1010,3075,36.40%,10600,2775,
EAGLIN,1010,3075,69.30%,17719,1458,
GRISBY,1009,3080,81.90%,20124,1232,
MCKINZIE,1008,3081,27.40%,8279,3678,
WHIGHAM,1008,3081,42.00%,11937,2401,
HERD,1007,3083,19.00%,6000,5287,
CRISS,1007,3083,22.00%,6785,4581,
JONE,1007,3083,54.40%,14715,1851,
ESTERS,1007,3083,69.50%,17823,1448,
BACCHUS,1006,3087,39.30%,11317,2562,
DELONEY,1006,3087,56.70%,15225,1774,
NEDD,1006,3087,81.50%,20099,1234,
STARK,1005,3090,2.40%,751,41863,
BOX,1005,3090,9.70%,3190,10320,
ROGER,1005,3090,21.60%,6696,4654,
FONVILLE,1005,3090,46.90%,13101,2141,
GOLDMAN,1004,3094,4.20%,1348,24086,
SMALLEY,1004,3094,8.70%,2866,11512,
TURK,1004,3094,10.00%,3277,10021,
GOODLOW,1004,3094,79.40%,19710,1265,
VEASLEY,1004,3094,92.40%,22185,1086,
LUSK,1002,3099,8.30%,2726,12145,
RAMSAY,1002,3099,13.30%,4347,7561,
MONCRIEF,1002,3099,22.50%,6945,4452,
ROMAIN,1002,3099,41.30%,11818,2428,
BOOKMAN,1002,3099,45.50%,12829,2201,
STREATER,1002,3099,63.90%,16776,1567,
HOLBERT,1001,3105,15.10%,4865,6627,
GALBREATH,1001,3105,20.40%,6402,4897,
RANSON,1001,3105,31.70%,9442,3159,
HINNANT,1001,3105,43.70%,12418,2292,
RASHEED,1001,3105,48.80%,13584,2050,
WYNTER,1001,3105,82.40%,20343,1215,
BRANHAM,999,3111,7.40%,2446,13550,
BRACKETT,999,3111,9.60%,3156,10458,
DORN,999,3111,9.90%,3245,10107,
WALDRON,998,3114,5.90%,1952,16908,
HAMMONS,998,3114,9.10%,3021,11008,
MCCRIMMON,998,3114,56.30%,15235,1773,
COFER,997,3117,21.80%,6792,4574,
MING,997,3117,22.50%,6968,4434,
HAMLET,996,3119,32.20%,9641,3094,
MOUZON,996,3119,78.60%,19687,1267,
POUNCY,995,3121,85.80%,21113,1159,
AHMAD,994,3122,8.70%,2889,11395,
MAYNOR,994,3122,22.40%,6968,4434,
CREW,994,3122,25.50%,7871,3900,
LEATH,994,3122,30.10%,9102,3300,
JERRY,993,3126,39.20%,11428,2530,
TOWNSEL,993,3126,76.80%,19376,1293,
MARCELIN,993,3126,81.40%,20284,1220,
THEUS,992,3129,63.40%,16802,1564,
WALSH,991,3130,1.00%,265,103216,
FONTAINE,991,3130,8.60%,2856,11542,
EARLS,991,3130,16.90%,5457,5865,
GRIMSLEY,990,3133,17.40%,5603,5678,
MOCK,989,3134,6.50%,2194,15208,
NORTHINGTON,989,3134,43.20%,12443,2288,
COBBINS,989,3134,89.80%,21958,1101,
POOL,987,3137,7.50%,2509,13194,
CARTY,987,3137,17.00%,5507,5799,
PYE,987,3137,26.40%,8171,3732,
BELIN,987,3137,50.40%,14101,1958,
GOOSBY,987,3137,83.20%,20711,1187,
STEEL,986,3142,14.50%,4759,6813,
GALLMAN,986,3142,41.80%,12127,2359,
GRANDERSON,986,3142,78.80%,19865,1252,
JUDD,985,3145,5.60%,1879,17532,
BABINEAUX,985,3145,36.90%,10941,2669,
CALVERT,982,3147,5.70%,1922,17169,
GREENFIELD,982,3147,8.30%,2788,11864,
BLAKLEY,981,3149,17.40%,5643,5642,
CLAXTON,981,3149,19.30%,6187,5096,
GETHERS,981,3149,83.70%,20923,1172,
PORTERFIELD,980,3152,14.80%,4878,6611,
HARVELL,980,3152,24.10%,7530,4074,
HUNTE,980,3152,73.60%,18947,1332,
DOWNER,979,3155,22.30%,7031,4393,
BOBB,979,3155,28.90%,8884,3389,
MCCLEAN,979,3155,32.70%,9939,2994,
COUSAR,978,3158,73.50%,18965,1330,
BELIZAIRE,978,3158,86.50%,21526,1131,
STRACHAN,977,3160,24.70%,7760,3948,
BARTEE,977,3160,37.70%,11217,2591,
HILSON,977,3160,49.10%,13907,1991,
LAWHORN,976,3163,18.00%,5852,5418,
HOLLOWELL,976,3163,18.40%,5960,5318,
ESTER,976,3163,48.90%,13875,1997,
SPEAR,975,3166,7.50%,2544,13049,
STRATTON,974,3167,4.30%,1457,22498,
KEETON,974,3167,10.40%,3500,9342,
FAIN,974,3167,12.40%,4177,7865,
GORMAN,973,3170,3.10%,1024,31285,
ROWAN,973,3170,7.00%,2408,13803,
THAXTON,973,3170,21.60%,6871,4510,
TIMBERLAKE,973,3170,22.80%,7216,4266,
STARNES,972,3174,7.00%,2400,13844,
BRIGHAM,972,3174,15.50%,5118,6291,
MCLIN,972,3174,42.40%,12430,2290,
YOUMANS,971,3177,19.50%,6292,4989,
DUNMORE,971,3177,70.70%,18526,1374,
PITCHFORD,970,3179,25.00%,7917,3877,
DALY,968,3180,3.20%,1048,30434,
ZACKERY,968,3180,79.00%,20204,1226,
WHIPPLE,967,3182,7.20%,2471,13387,
EARLEY,967,3182,10.00%,3370,9701,
BYRON,967,3182,14.40%,4810,6709,
DEMBY,967,3182,70.10%,18473,1380,
SQUARE,967,3182,84.20%,21265,1149,
STOWE,966,3187,9.70%,3314,9908,
BRANSON,965,3188,8.80%,3037,10941,
BARNHILL,965,3188,10.80%,3658,8926,
CURLEY,964,3190,8.20%,2801,11772,
SELLARS,964,3190,16.70%,5533,5773,
WOMBLE,964,3190,18.60%,6099,5187,
CESAR,964,3190,34.80%,10627,2767,
DENMARK,963,3194,31.30%,9684,3077,
BURLESON,962,3195,7.60%,2627,12637,
HOGG,962,3195,13.20%,4471,7299,
HAGLER,962,3195,17.90%,5902,5368,
MILLINER,961,3198,43.90%,12878,2191,
REGISTER,960,3199,11.00%,3718,8754,
ETHRIDGE,959,3200,12.40%,4230,7759,
HARTMAN,957,3201,1.50%,470,63827,
COLMAN,957,3201,23.80%,7609,4028,
BOOSE,957,3201,40.50%,12107,2362,
GLASCO,956,3204,39.20%,11766,2438,
COACHMAN,956,3204,62.80%,17170,1522,
WORKS,955,3206,31.50%,9835,3032,
MUNFORD,955,3206,48.00%,13912,1990,
COTTMAN,955,3206,73.80%,19366,1294,
DOVER,954,3209,10.40%,3548,9191,
FORTENBERRY,953,3210,15.10%,5087,6330,
SPELL,953,3210,18.20%,6037,5238,
WAITES,953,3210,28.00%,8864,3398,
LAIRD,952,3213,5.30%,1828,18031,
WORTHINGTON,952,3213,6.80%,2363,14038,
PASSMORE,952,3213,15.60%,5245,6114,
ARDOIN,952,3213,25.20%,8079,3780,
ERBY,952,3213,67.70%,18230,1406,
BOST,951,3218,16.80%,5619,5665,
SHEARD,951,3218,50.00%,14415,1901,
THORNHILL,950,3220,13.40%,4574,7115,
ABERCROMBIE,949,3221,15.60%,5274,6071,
SIMMONDS,949,3221,25.10%,8084,3777,
TULL,948,3223,17.20%,5772,5496,
BYAS,948,3223,63.00%,17316,1505,
ERVING,948,3223,65.40%,17799,1450,
BONE,947,3226,8.80%,3088,10753,
DELL,947,3226,11.10%,3802,8563,
MCCOLLOUGH,945,3228,22.90%,7435,4129,
LANCE,944,3229,7.40%,2618,12700,
HIGGINBOTHAM,942,3230,6.50%,2304,14404,
COLLEY,942,3230,10.80%,3742,8707,
LOUISSAINT,942,3230,85.60%,21958,1101,
GIDDINGS,941,3233,19.80%,6562,4764,
RITTER,940,3234,2.90%,970,32864,
PROFIT,940,3234,63.60%,17561,1477,
DUGAS,938,3236,13.60%,4684,6918,
MUNROE,938,3236,16.60%,5646,5639,
RANSOME,937,3238,59.60%,16735,1573,
RAMSEUR,937,3238,72.20%,19328,1297,
THORN,936,3240,9.60%,3347,9776,
KERSEY,936,3240,11.70%,4087,8021,
MILBURN,936,3240,12.10%,4232,7754,
CLARY,935,3243,8.60%,3045,10918,
MCCUTCHEON,935,3243,10.50%,3669,8894,
MARS,935,3243,20.70%,6850,4523,
STOUT,934,3246,2.20%,730,42669,
HANDLEY,934,3246,9.70%,3382,9671,
HAMMOCK,934,3246,12.80%,4482,7287,
DUBLIN,934,3246,51.30%,14898,1822,
HOLBROOK,933,3250,4.00%,1392,23317,
CORNELL,933,3250,4.40%,1566,21060,
SEARLES,932,3252,15.60%,5367,5970,
BRUTUS,932,3252,80.20%,21069,1162,
GORDAN,931,3254,39.90%,12248,2331,
HORSLEY,930,3255,14.80%,5107,6302,
RUFUS,930,3255,73.50%,19710,1265,
BACOTE,930,3255,91.60%,23372,1015,
MCCUTCHEN,929,3258,23.60%,7797,3932,
BAYNES,929,3258,35.70%,11169,2605,
TAPLIN,929,3258,46.40%,13838,2004,
HATFIELD,927,3261,2.80%,956,33464,
ALEX,927,3261,21.50%,7142,4314,
SIMEON,927,3261,47.80%,14208,1938,
KENNY,925,3264,5.50%,1972,16811,
FULCHER,925,3264,14.20%,4945,6521,
FARAH,925,3264,23.50%,7792,3934,
SHOULDERS,925,3264,35.90%,11273,2574,
FLAKES,925,3264,76.60%,20436,1208,
ROME,923,3269,18.30%,6230,5056,
SWINNEY,923,3269,19.50%,6601,4737,
HEWLETT,923,3269,23.90%,7954,3859,
SANKEY,923,3269,28.30%,9209,3258,
RIDEAUX,923,3269,90.00%,23207,1026,
BIBB,922,3274,23.90%,7946,3863,
CULBERSON,922,3274,29.00%,9387,3183,
WILFORD,922,3274,34.80%,11003,2651,
MCADAMS,921,3277,8.00%,2877,11455,
DONES,921,3277,24.40%,8096,3773,
JARRELL,920,3279,7.00%,2504,13224,
MAULDIN,919,3280,9.50%,3366,9713,
CULLINS,919,3280,33.30%,10650,2757,
DUPLESSIS,919,3280,34.50%,10969,2662,
LINK,918,3283,4.30%,1534,21553,
DAILY,918,3283,8.30%,3004,11041,
WILLARD,917,3285,4.30%,1557,21183,
SOUTHERN,917,3285,12.20%,4381,7494,
MIMMS,916,3287,51.50%,15207,1777,
OSEI,916,3287,94.60%,24271,968,
USSERY,915,3289,18.60%,6384,4910,
MAGWOOD,915,3289,83.60%,22053,1095,
PAXTON,914,3291,8.30%,3019,11013,
HOSEY,914,3291,24.90%,8289,3675,
MENDEZ,913,3293,0.80%,242,112736,
OSBORN,913,3293,2.80%,991,32044,
COOMBS,913,3293,10.00%,3558,9171,
WARRICK,912,3296,14.90%,5241,6117,
EDGERTON,912,3296,19.50%,6660,4677,
GILKEY,912,3296,27.10%,8926,3370,
SEAWRIGHT,911,3299,46.30%,14049,1968,
FLEMINGS,911,3299,66.70%,18619,1365,
MALONEY,910,3301,3.00%,1048,30434,
MCKEEVER,910,3301,12.20%,4412,7433,
SILLS,909,3303,13.50%,4796,6729,
GRANVILLE,909,3303,38.80%,12193,2343,
ANCRUM,909,3303,94.40%,24368,963,
BOSLEY,908,3306,13.20%,4698,6898,
LUMPKINS,908,3306,39.40%,12352,2307,
MERRICK,906,3308,10.80%,3910,8360,
FENDERSON,906,3308,56.70%,16554,1597,
MICKLE,905,3310,24.40%,8237,3702,
KITT,905,3310,42.50%,13169,2128,
VASSER,905,3310,57.20%,16655,1583,
PRUDE,905,3310,71.10%,19618,1272,
BAREFIELD,904,3314,40.00%,12583,2258,
HOGANS,904,3314,78.50%,21230,1152,
IRELAND,903,3316,6.40%,2342,14168,
RAHMAN,903,3316,8.40%,3102,10719,
RAMBO,903,3316,12.70%,4583,7096,
SPRATT,903,3316,20.10%,6882,4502,
HAGINS,903,3316,47.20%,14347,1915,
EBANKS,903,3316,48.30%,14599,1870,
DARGAN,903,3316,55.50%,16293,1628,
COGGINS,902,3323,11.50%,4176,7868,
DUHON,902,3323,14.90%,5299,6047,
BARHAM,902,3323,15.10%,5378,5961,
GRATE,902,3323,49.30%,14847,1831,
WINT,902,3323,54.90%,16176,1643,
PYLES,900,3328,12.10%,4409,7435,
POGUE,900,3328,12.30%,4480,7288,
HAYNIE,900,3328,14.00%,5027,6406,
LOCKLEY,900,3328,60.40%,17436,1491,
SLAY,899,3332,22.80%,7782,3937,
SIAS,899,3332,26.50%,8884,3389,
REMY,899,3332,27.50%,9174,3268,
BROADY,899,3332,55.10%,16271,1632,
BLOCK,898,3336,4.10%,1518,21686,
HAZZARD,898,3336,24.00%,8147,3747,
BRICKHOUSE,898,3336,41.00%,12883,2190,
HAREWOOD,898,3336,89.10%,23501,1008,
GOSSETT,897,3340,8.10%,2999,11059,
ATCHISON,897,3340,11.40%,4168,7879,
HYMES,897,3340,42.50%,13249,2112,
LESANE,897,3340,94.50%,24663,949,
CAUTHEN,896,3344,25.70%,8679,3487,
OTEY,896,3344,40.60%,12799,2208,
FOOTMAN,894,3346,87.90%,23346,1017,
BOUNDS,893,3347,11.40%,4202,7822,
LEAVELL,893,3347,34.00%,11105,2623,
FIELD,892,3349,3.70%,1329,24374,
ELKINS,891,3350,3.70%,1356,23953,
STEADMAN,891,3350,12.30%,4499,7261,
SEMIEN,891,3350,88.00%,23411,1013,
PEAKE,890,3353,18.80%,6601,4737,
WARING,890,3353,20.60%,7133,4320,
FRINK,890,3353,23.70%,8134,3754,
BENBOW,890,3353,37.00%,11917,2406,
GLANTON,890,3353,66.20%,18822,1345,
OLIVE,889,3358,15.80%,5659,5622,
WELSH,888,3359,3.00%,1097,29217,
GOODRICH,888,3359,4.60%,1692,19399,
SURLES,888,3359,40.50%,12868,2192,
GOUDEAU,888,3359,48.70%,14890,1823,
ROCHELLE,887,3363,25.70%,8766,3446,
WHITSETT,887,3363,41.40%,13085,2144,
BIZZELL,887,3363,42.20%,13308,2101,
PERSAUD,886,3366,10.20%,3766,8649,
CAFFEY,886,3366,30.60%,10217,2895,
GROVE,885,3368,4.00%,1487,21969,
HATTER,885,3368,26.50%,8991,3344,
RASCOE,885,3368,47.90%,14731,1849,
CORE,884,3371,23.10%,8005,3824,
NDIAYE,883,3372,90.90%,24200,971,
BARLEY,882,3373,19.30%,6806,4562,
COREY,881,3374,5.70%,2149,15488,
MILEY,881,3374,12.70%,4677,6930,
URQUHART,881,3374,21.20%,7381,4163,
MIDDLEBROOK,881,3374,33.50%,11083,2631,
PELZER,880,3378,42.20%,13407,2083,
WELCOME,880,3378,44.40%,13980,1981,
STAGGERS,880,3378,60.00%,17639,1467,
WORMLEY,880,3378,69.50%,19695,1266,
CASTRO,879,3382,0.70%,194,133254,
MINNIS,879,3382,29.80%,10062,2954,
WAUGH,878,3384,7.90%,3001,11052,
DAMON,878,3384,12.00%,4452,7344,
CHAMPAGNE,877,3386,7.70%,2902,11369,
KERSHAW,877,3386,18.20%,6496,4819,
BAPTIST,877,3386,48.70%,15037,1801,
HUSBAND,876,3389,25.50%,8798,3429,
COPES,876,3389,49.10%,15177,1783,
RECTOR,875,3391,6.40%,2437,13609,
LOWMAN,875,3391,12.30%,4575,7114,
MCDUFFY,875,3391,69.40%,19759,1261,
HILAIRE,875,3391,75.00%,20995,1167,
BLAKES,875,3391,92.10%,24642,950,
BOURGEOIS,874,3396,6.80%,2598,12765,
RALPH,874,3396,10.90%,4106,7987,
CLARDY,874,3396,24.50%,8514,3563,
MILAM,873,3399,7.60%,2852,11554,
FREELAND,873,3399,10.30%,3859,8455,
LEROY,873,3399,11.50%,4338,7579,
DAWES,873,3399,14.30%,5255,6097,
MCFARLIN,873,3399,20.30%,7166,4295,
EDDINS,873,3399,23.20%,8131,3755,
DELVA,873,3399,74.50%,20923,1172,
BOLER,872,3406,44.10%,13994,1978,
BEMBRY,872,3406,72.40%,20468,1205,
CARD,871,3408,7.00%,2652,12532,
SAWYERS,871,3408,18.70%,6696,4654,
KATES,871,3408,23.00%,8064,3790,
HALLIBURTON,871,3408,31.20%,10543,2791,
LOPER,870,3412,11.30%,4261,7695,
GILLUM,870,3412,17.70%,6371,4920,
MARLOW,869,3414,6.60%,2511,13185,
BOXLEY,869,3414,63.60%,18594,1367,
KIZER,868,3416,17.70%,6408,4892,
BOOZE,868,3416,43.90%,14012,1975,
TEEL,867,3418,11.40%,4309,7618,
FENTON,866,3419,5.70%,2193,15220,
FRAZER,866,3419,11.50%,4351,7547,
JACKMAN,866,3419,12.10%,4560,7140,
GOINGS,866,3419,23.70%,8329,3657,
BLAKNEY,866,3419,49.30%,15350,1757,
STAMPLEY,866,3419,64.50%,18836,1343,
DUPONT,865,3425,8.80%,3320,9880,
BRECKENRIDGE,865,3425,18.50%,6651,4686,
DUREN,865,3425,22.40%,7932,3868,
BRANT,864,3428,8.30%,3180,10355,
EAVES,864,3428,11.30%,4273,7674,
GOLDSTON,864,3428,42.10%,13580,2051,
FINDLEY,863,3431,9.50%,3603,9060,
JASON,863,3431,21.60%,7688,3993,
CUSTIS,863,3431,51.90%,16016,1664,
GOODS,863,3431,80.40%,22384,1073,
GAUTHIER,862,3435,5.30%,2025,16419,
GARDINER,861,3436,7.90%,3050,10886,
TURNIPSEED,861,3436,36.00%,11978,2393,
BELGRAVE,861,3436,76.50%,21590,1126,
DEAR,860,3439,23.90%,8426,3602,
MAURICE,860,3439,24.10%,8490,3574,
LAKES,860,3439,30.30%,10389,2842,
HELTON,859,3442,3.50%,1310,24624,
STENNIS,859,3442,83.00%,23056,1035,
CHADWICK,858,3444,5.40%,2093,15913,
HORSEY,858,3444,57.80%,17505,1484,
BIGELOW,857,3446,7.50%,2910,11354,
SETTLE,857,3446,10.60%,4042,8074,
ROUNDS,857,3446,13.60%,5123,6285,
HARWELL,856,3449,11.90%,4522,7219,
PHILIP,856,3449,18.70%,6778,4584,
RACHAL,856,3449,27.50%,9583,3112,
MCILWAIN,856,3449,29.90%,10327,2859,
REGIS,856,3449,35.40%,11864,2416,
SPRATLEY,856,3449,64.70%,19040,1323,
MERRELL,855,3455,10.20%,3879,8414,
MACKIE,855,3455,13.10%,4957,6510,
WOODFORD,854,3457,17.70%,6474,4838,
PICKNEY,854,3457,68.50%,19942,1246,
PEELER,853,3459,14.90%,5564,5733,
KIMBER,853,3459,27.70%,9678,3080,
MCBETH,853,3459,28.50%,9949,2992,
BREEN,852,3462,6.40%,2499,13237,
TAFT,852,3462,9.90%,3787,8589,
BARTHELEMY,852,3462,49.60%,15627,1717,
DANZY,852,3462,85.00%,23594,1002,
OKEKE,852,3462,92.60%,25272,920,
CROSSLEY,851,3467,15.50%,5767,5499,
WEARY,851,3467,57.00%,17408,1494,
CHARLOT,851,3467,80.50%,22688,1057,
DONAHUE,850,3470,2.70%,1026,31251,
GRANBERRY,850,3470,49.00%,15509,1733,
WHITMAN,849,3472,4.30%,1656,19827,
BULL,849,3472,7.50%,2936,11254,
KEELING,849,3472,10.50%,4023,8100,
RUTLAND,849,3472,21.30%,7693,3989,
CONSTANT,849,3472,22.60%,8119,3762,
BEN,849,3472,29.90%,10408,2838,
MANCE,849,3472,36.30%,12206,2340,
HAGOOD,848,3479,21.70%,7848,3912,
YUSUF,848,3479,48.20%,15327,1760,
GAMMAGE,848,3479,56.20%,17282,1508,
LAMPKINS,848,3479,61.10%,18397,1387,
WAFER,848,3479,62.90%,18781,1349,
JEANCHARLES,848,3479,81.50%,22973,1040,
BANGURA,848,3479,94.00%,25673,902,
FENWICK,847,3486,18.90%,6904,4482,
DENDY,847,3486,35.30%,11937,2401,
FINKLEA,847,3486,57.50%,17588,1473,
PERCY,846,3489,21.10%,7631,4015,
CHAPPELLE,846,3489,39.70%,13149,2132,
GINYARD,844,3491,89.90%,24873,939,
JACKS,843,3492,13.90%,5268,6077,
CAROTHERS,843,3492,16.40%,6131,5150,
BENNET,843,3492,22.10%,8008,3822,
RUIZ,842,3495,0.50%,129,175429,
NUGENT,842,3495,5.40%,2132,15599,
KINNARD,842,3495,31.60%,10946,2668,
NAPOLEON,841,3498,38.90%,13005,2161,
TOBIN,840,3499,4.60%,1816,18135,
KUYKENDALL,840,3499,8.70%,3408,9623,
TURNEY,840,3499,11.60%,4496,7263,
HOARD,840,3499,21.90%,7991,3836,
MCDOUGLE,839,3503,43.70%,14302,1921,
TRACY,838,3504,2.90%,1093,29316,
SORRELLS,838,3504,14.70%,5599,5684,
HICKERSON,838,3504,16.80%,6274,5001,
SUTTLES,838,3504,18.00%,6692,4655,
PASLEY,838,3504,26.20%,9362,3193,
LAFAYETTE,838,3504,35.10%,12009,2387,
SELLS,837,3510,10.30%,3992,8165,
JESSUP,837,3510,11.90%,4615,7028,
BYNES,837,3510,84.20%,23762,994,
SNIDER,836,3513,2.70%,1018,31418,
HARGETT,836,3513,15.60%,5907,5364,
SCRIVEN,836,3513,42.80%,14137,1952,
BOGGAN,836,3513,45.20%,14724,1850,
HATHAWAY,835,3517,4.60%,1826,18041,
PLEDGER,835,3517,29.20%,10317,2861,
GUILFORD,835,3517,32.00%,11146,2611,
LESURE,835,3517,69.90%,20618,1194,
HARLAN,834,3521,7.70%,3084,10775,
JAY,834,3521,8.50%,3349,9771,
MCEWEN,834,3521,11.20%,4422,7420,
DEWALT,834,3521,28.00%,9998,2974,
OLLIE,834,3521,69.70%,20589,1196,
RONEY,833,3526,14.10%,5420,5916,
KINDLE,833,3526,23.20%,8465,3585,
WARR,833,3526,25.40%,9154,3277,
PROPHET,833,3526,52.70%,16665,1582,
HYPPOLITE,833,3526,86.00%,24243,969,
JALLOH,833,3526,95.50%,26332,872,
NALL,832,3532,10.10%,3979,8200,
NOWELL,832,3532,15.80%,6004,5281,
SKELTON,830,3534,5.70%,2291,14542,
EMORY,830,3534,15.10%,5761,5504,
MILLENDER,830,3534,61.50%,18781,1349,
PRIEST,829,3537,5.80%,2309,14350,
SAIN,829,3537,18.80%,7019,4402,
TRAVERS,828,3539,10.80%,4258,7698,
BASTIEN,828,3539,32.10%,11260,2577,
PENSON,828,3539,53.20%,16871,1557,
ACKER,827,3542,8.10%,3198,10273,
SLAYTON,827,3542,12.50%,4879,6609,
WISDOM,825,3544,12.80%,5011,6425,
MCKISSICK,824,3545,29.40%,10519,2798,
GHOLSON,824,3545,34.70%,12058,2375,
MOYER,823,3547,2.30%,871,36421,
GOODALL,823,3547,16.00%,6143,5134,
LAGRONE,823,3547,36.30%,12533,2268,
JIMMERSON,823,3547,44.40%,14706,1853,
ROQUEMORE,823,3547,52.80%,16838,1560,
GOODRUM,822,3552,31.50%,11166,2606,
TOTTEN,821,3553,12.40%,4886,6600,
BENEFIELD,821,3553,13.80%,5398,5937,
WOODHOUSE,821,3553,21.00%,7839,3917,
DRAUGHN,820,3556,37.70%,12938,2177,
CARMOUCHE,820,3556,56.50%,17781,1452,
WEATHERLY,819,3558,12.20%,4805,6718,
EDMUNDS,819,3558,13.80%,5411,5924,
CAULEY,819,3558,19.20%,7208,4272,
CREIGHTON,818,3561,11.50%,4567,7126,
RASBERRY,818,3561,29.50%,10600,2775,
NEWBORN,818,3561,43.90%,14646,1862,
SANGSTER,817,3564,30.90%,11032,2644,
MICKLES,817,3564,67.20%,20334,1216,
FUNCHESS,817,3564,76.00%,22352,1075,
WATERMAN,816,3567,6.90%,2797,11799,
BEE,816,3567,17.80%,6776,4586,
