Surname,Count,Rank,Rate,USRank,USTotal,Source
#Last name / Surname,Number of occurrences among people self-identifying as Asian & Pacific Islander,Surname rank among Asians & Pacific Islanders,% of people with surname self-identifying as 'Asian & Pacific Islander',U.S. Rank,U.S. total occurrences,https://names.mongabay.com/data/asian_pacific_islander.html Derived from US Census Data
COLOMA,745,1208,55.30%,18811,1346,
UYEHARA,745,1208,83.30%,25845,894,
MARSHALL,744,1210,0.40%,125,177213,
TOMAS,744,1210,15.20%,6406,4894,
VIRANI,744,1210,85.60%,26419,869,
LACSON,744,1210,89.60%,27361,830,
QUIAMBAO,744,1210,90.70%,27646,820,
PANCHAL,744,1210,91.30%,27771,815,
DURAN,742,1216,1.10%,434,68046,
KAY,742,1216,3.20%,1402,23189,
ARAKI,742,1216,80.00%,25098,927,
AHLUWALIA,742,1216,83.90%,26056,884,
HON,741,1220,34.50%,13075,2147,
MEHRA,739,1221,79.30%,25006,932,
BUTLER,738,1222,0.30%,98,210879,
SABLAN,738,1222,62.60%,20831,1178,
VIRK,738,1222,85.10%,26469,867,
HARRISON,737,1225,0.40%,128,175577,
OHARA,737,1225,3.50%,1565,21068,
ZAFAR,737,1225,71.80%,23191,1027,
TE,737,1225,86.70%,26876,850,
BHARDWAJ,737,1225,88.40%,27258,834,
KAWAGUCHI,736,1230,79.70%,25169,924,
PATTERSON,735,1231,0.40%,104,198557,
WEST,735,1231,0.40%,115,188464,
YOSHIMOTO,735,1231,84.60%,26419,869,
INTHAVONG,735,1231,87.90%,27207,836,
ABALOS,734,1235,36.00%,13658,2037,
SNYDER,733,1236,0.50%,144,159363,
PUN,733,1236,85.10%,26614,861,
KAMATH,733,1236,93.00%,28489,788,
CORTES,732,1239,2.40%,1061,30141,
ORDONEZ,732,1239,6.40%,2906,11366,
FAROOQ,732,1239,75.90%,24350,964,
KODAMA,732,1239,82.40%,25969,888,
BURNS,730,1243,0.50%,141,162153,
HUNT,730,1243,0.50%,157,151986,
GONZAGA,730,1243,40.70%,15093,1793,
SANDERS,729,1246,0.30%,88,220902,
KANE,728,1247,1.50%,636,48527,
BUENAVENTURA,728,1247,69.20%,22770,1052,
BAJAJ,727,1249,86.80%,27150,838,
KAZI,725,1250,76.30%,24642,950,
ISHIHARA,725,1250,84.90%,26783,854,
RAHIM,724,1252,39.00%,14689,1856,
HIDALGO,723,1253,4.30%,1967,16824,
NUNEZ,722,1254,0.80%,306,90208,
RAYMUNDO,722,1254,32.80%,12815,2203,
KABIR,722,1254,70.20%,23167,1028,
ARAI,722,1254,75.90%,24615,951,
MACARAEG,722,1254,90.40%,28194,799,
BHARGAVA,722,1254,92.70%,28751,779,
LAWRENCE,721,1260,0.60%,219,124321,
AKBAR,721,1260,38.20%,14495,1886,
LEON,720,1262,1.20%,483,62034,
THI,720,1262,90.60%,28298,795,
TAKATA,719,1264,78.20%,25304,919,
CHHAY,719,1264,92.10%,28700,781,
KRISHNAMURTHY,719,1264,96.10%,29696,748,
FIGUEROA,718,1267,1.00%,398,72533,
BASA,718,1267,65.60%,22053,1095,
KHO,718,1267,91.30%,28548,786,
RONQUILLO,717,1270,19.90%,8426,3602,
MIYAKE,717,1270,80.40%,25885,892,
MING,715,1272,16.10%,6968,4434,
YANO,713,1273,69.10%,23104,1032,
HAYES,712,1274,0.40%,117,187473,
DAY,712,1274,0.70%,271,101676,
ABDULLAH,712,1274,12.20%,5460,5859,
MEMON,712,1274,79.70%,25865,893,
CHUM,712,1274,84.90%,27128,839,
NIU,710,1279,91.50%,28856,776,
LOZANO,707,1280,1.70%,734,42567,
NGUYENTHI,707,1280,96.10%,30061,736,
SIMMONS,706,1282,0.40%,103,201650,
JENKINS,705,1283,0.30%,95,213737,
RAMESH,703,1284,88.80%,28375,792,
SUMIDA,702,1285,81.30%,26538,864,
DELGADO,701,1286,0.70%,282,98675,
AGUIRRE,701,1286,1.20%,508,58918,
VIERNES,701,1286,72.20%,24200,971,
ADACHI,700,1289,84.00%,27289,833,
APOSTOL,699,1290,59.30%,20831,1178,
VISWANATHAN,699,1290,93.40%,29696,748,
MEN,698,1292,77.90%,25805,896,
ILAGAN,698,1292,88.90%,28584,785,
GORDON,697,1294,0.40%,151,154934,
HAGUE,697,1294,12.30%,5607,5676,
YO,697,1294,87.10%,28166,800,
SIMPSON,696,1297,0.40%,145,158241,
AZAM,696,1297,74.80%,25041,930,
SALCEDO,695,1299,5.10%,2440,13593,
MANI,695,1299,51.10%,18682,1359,
HEE,694,1301,57.80%,20543,1200,
HIRAI,694,1301,83.10%,27235,835,
PONG,692,1303,81.70%,26946,847,
PACHECO,691,1304,1.20%,512,58534,
MATSUNAGA,691,1304,85.60%,27970,807,
SOONG,691,1304,86.40%,28166,800,
ACHARYA,690,1307,91.50%,29516,754,
COLEMAN,688,1308,0.30%,102,208624,
HOQUE,688,1308,78.50%,26239,876,
SAKATA,688,1308,81.30%,26968,846,
ATWAL,688,1308,88.20%,28730,780,
HIGUCHI,686,1312,84.40%,27821,813,
MIZUNO,686,1312,87.10%,28489,788,
PIMENTEL,685,1314,4.20%,2031,16358,
NITTA,685,1314,67.70%,23428,1012,
SIDDIQUE,685,1314,81.80%,27176,837,
LIAN,684,1317,56.60%,20427,1209,
ANDO,684,1317,61.10%,21694,1119,
PONCE,683,1319,1.90%,895,35400,
AGBAYANI,683,1319,83.00%,27562,823,
JENG,682,1321,85.40%,28194,799,
CONSTANTINO,681,1322,14.70%,6716,4634,
SURI,679,1323,64.80%,22821,1048,
JAVED,679,1323,72.70%,24969,934,
KRISHNA,679,1323,83.70%,27877,811,
NAKAJIMA,679,1323,90.20%,29543,753,
NGAN,679,1323,94.80%,30716,716,
THAKUR,678,1328,87.10%,28790,778,
ZHUANG,678,1328,98.30%,31658,690,
PALMER,677,1330,0.50%,158,150407,
CHOKSHI,677,1330,92.10%,30091,735,
RUBIO,676,1332,1.90%,866,36531,
LEO,675,1333,8.80%,4296,7638,
TARIQ,675,1333,76.30%,26035,885,
PANDIT,675,1333,92.00%,30120,734,
IBRAHIM,674,1336,7.80%,3785,8590,
BONDOC,674,1336,80.00%,27028,843,
UEDA,674,1336,86.00%,28617,784,
MATSUO,674,1336,86.30%,28700,781,
NAKANISHI,673,1340,81.50%,27475,826,
PEI,673,1340,93.00%,30443,724,
DEY,672,1342,18.70%,8441,3596,
MINA,672,1342,27.70%,11844,2422,
KAWAHARA,672,1342,85.70%,28617,784,
SCHMIDT,670,1345,0.50%,171,145565,
JOHNSTON,670,1345,0.50%,207,128935,
GROVER,670,1345,4.00%,2010,16551,
TIWARI,669,1348,74.40%,25735,899,
MARUYAMA,669,1348,82.50%,27877,811,
JEE,669,1348,82.90%,27970,807,
IWATA,668,1351,82.10%,27802,814,
SULTAN,667,1352,28.10%,12070,2372,
OK,667,1352,78.50%,26876,850,
RICHARDS,666,1354,0.50%,215,125653,
LARSON,666,1354,0.60%,224,121064,
IBARRA,666,1354,1.40%,662,46895,
GIBSON,664,1357,0.40%,119,184420,
WAGNER,664,1357,0.40%,152,154516,
VANN,664,1357,4.50%,2280,14602,
NAGAI,664,1357,85.30%,28790,778,
BENJAMIN,663,1361,1.80%,868,36439,
HERR,663,1361,5.30%,2663,12466,
SAY,662,1363,31.00%,13112,2138,
TIN,662,1363,86.10%,29040,769,
FORD,660,1365,0.40%,124,178397,
JAFRI,660,1365,82.10%,28049,804,
PORTER,659,1367,0.40%,148,156848,
BERNABE,659,1367,21.20%,9614,3103,
ARSHAD,659,1367,74.20%,25969,888,
XING,659,1367,94.40%,31389,698,
AVILA,657,1371,0.90%,421,69843,
JULIAN,657,1371,4.50%,2277,14625,
NAIDU,657,1371,76.20%,26587,862,
SHIU,657,1371,92.30%,30868,712,
RIAZ,656,1375,74.30%,26078,883,
HSIUNG,655,1376,95.10%,31704,689,
LEM,654,1377,61.90%,22706,1056,
MASON,653,1378,0.40%,149,155484,
ARAGON,653,1378,3.20%,1588,20723,
PAULINO,653,1378,8.30%,4192,7840,
FUJIOKA,653,1378,85.90%,29325,760,
JENSEN,652,1382,0.60%,244,112332,
SUK,652,1382,66.70%,24061,978,
CAYABYAB,652,1382,87.20%,29696,748,
RAMAKRISHNAN,652,1382,95.60%,31958,682,
YABUT,650,1386,94.10%,31621,691,
CARLSON,649,1387,0.50%,225,120124,
GRIFFIN,648,1388,0.30%,114,190636,
DEVI,648,1388,81.10%,28194,799,
KELLEY,647,1390,0.50%,184,137555,
CABRAL,647,1390,3.30%,1696,19384,
SALIM,647,1390,32.70%,13989,1979,
SUNDARAM,647,1390,90.60%,30791,714,
LANE,644,1394,0.50%,209,128727,
BERNAL,644,1394,2.20%,1089,29418,
KAUL,644,1394,24.10%,10933,2671,
BHAVSAR,644,1394,93.30%,31658,690,
SHARIF,643,1398,25.90%,11595,2484,
KHAWAJA,643,1398,64.80%,23796,992,
PAZ,642,1400,3.60%,1858,17776,
NAKAHARA,642,1400,86.10%,29758,746,
OKA,640,1402,72.40%,26056,884,
LARA,639,1403,1.10%,501,59731,
BASILIO,639,1403,33.20%,14283,1924,
BACCAM,639,1403,90.50%,31085,706,
YAGI,638,1406,75.80%,27049,842,
AHSAN,638,1406,84.40%,29447,756,
SHANG,638,1406,88.50%,30552,721,
BHATNAGAR,638,1406,90.90%,31235,702,
LOBO,637,1410,19.20%,9039,3325,
SENGUPTA,637,1410,88.50%,30582,720,
TSOU,637,1410,90.70%,31235,702,
PRABHU,637,1410,92.60%,31738,688,
CHAKRABORTY,637,1410,93.70%,32026,680,
WARREN,636,1415,0.40%,166,147906,
OTSUKA,634,1416,81.20%,28700,781,
KOYAMA,634,1416,81.30%,28730,780,
SABADO,633,1418,61.80%,23221,1025,
KAZMI,633,1418,77.60%,27744,816,
CRAWFORD,632,1420,0.40%,146,158121,
SAR,632,1420,72.10%,26215,877,
XIANG,632,1420,98.40%,33528,642,
WELLS,631,1423,0.40%,131,170635,
BLACK,631,1423,0.40%,160,150186,
FELIPE,631,1423,15.90%,7740,3958,
TSUJI,631,1423,86.60%,30292,729,
TY,630,1427,84.30%,29728,747,
SIT,630,1427,89.50%,31167,704,
OTANI,629,1429,77.20%,27771,815,
TOKUNAGA,629,1429,82.70%,29296,761,
TSOI,627,1431,90.00%,31426,697,
FERGUSON,626,1432,0.40%,173,142256,
CHIM,626,1432,80.10%,28674,782,
LALANI,626,1432,83.70%,29696,748,
SURESH,626,1432,92.30%,32094,678,
DER,625,1436,69.10%,25610,905,
BHALLA,625,1436,83.80%,29758,746,
PINTO,624,1438,3.60%,1883,17488,
BIBI,623,1439,65.20%,24529,955,
JOHAL,623,1439,84.80%,30091,735,
TIU,623,1439,85.50%,30292,729,
HANSON,622,1442,0.60%,251,109079,
LATIF,622,1442,45.50%,18594,1367,
BEDI,622,1442,70.50%,26104,882,
MAYEDA,622,1442,75.70%,27595,822,
WEBB,621,1446,0.40%,137,163481,
ROJAS,621,1446,0.80%,393,73071,
YADAO,621,1446,71.50%,26446,868,
NAZARENO,621,1446,91.20%,31986,681,
SEHGAL,619,1450,84.10%,30061,736,
SOU,619,1450,84.60%,30199,732,
HUNTER,618,1452,0.40%,153,154410,
CABALLERO,618,1452,3.00%,1620,20270,
GOPAL,618,1452,85.10%,30383,726,
BERMUDEZ,617,1455,3.20%,1689,19451,
YAMANAKA,617,1455,84.20%,30161,733,
BRAHMBHATT,617,1455,91.00%,32094,678,
ROBERTSON,616,1458,0.40%,159,150299,
LATU,616,1458,79.20%,28790,778,
TERUYA,616,1458,88.60%,31492,695,
BENITEZ,615,1461,1.80%,957,33441,
MUHAMMAD,615,1461,4.40%,2379,13972,
HOY,615,1461,6.50%,3437,9522,
JAMIL,614,1464,49.60%,20041,1238,
PU,614,1464,80.80%,29325,760,
SEKHON,614,1464,86.50%,30929,710,
PUNZALAN,614,1464,88.60%,31563,693,
BOYD,613,1468,0.40%,164,149476,
ALEJANDRO,613,1468,10.50%,5468,5847,
MATTHEWS,612,1470,0.50%,217,124839,
OBRIEN,612,1470,0.50%,234,115385,
BASHIR,612,1470,37.60%,16283,1629,
DANIELS,611,1473,0.40%,180,138776,
ARMSTRONG,611,1473,0.50%,204,129982,
DIONISIO,611,1473,39.20%,16838,1560,
VI,611,1473,82.60%,29932,740,
CHOUDHARY,611,1473,85.00%,30614,719,
SAYAVONG,611,1473,91.90%,32567,665,
GARDNER,610,1479,0.40%,182,138660,
NASIR,610,1479,48.60%,19840,1254,
HART,609,1481,0.50%,196,132466,
FATIMA,609,1481,80.30%,29390,758,
HORI,608,1483,81.30%,29696,748,
KALRA,608,1483,87.40%,31464,696,
BI,608,1483,88.10%,31658,690,
DIXIT,608,1483,91.60%,32609,664,
QUIJANO,607,1487,16.50%,8260,3689,
TAILOR,607,1487,65.80%,25221,922,
SHENOY,607,1487,92.00%,32782,660,
CHIEM,607,1487,96.20%,34038,631,
DIAS,606,1491,4.40%,2398,13847,
MURAOKA,606,1491,80.20%,29447,756,
ARCE,605,1493,4.10%,2249,14855,
NODA,605,1493,48.20%,19828,1255,
KAWAI,605,1493,85.10%,30900,711,
SALINAS,604,1496,1.00%,490,61582,
HILARIO,604,1496,24.10%,11500,2511,
TOOR,604,1496,67.80%,25908,891,
TAKAGI,604,1496,80.50%,29625,750,
CHAHAL,604,1496,83.00%,30324,728,
OLIVER,603,1501,0.50%,248,111641,
TEE,603,1501,43.70%,18461,1381,
NIE,603,1501,62.70%,24406,961,
NAKAMA,603,1501,84.20%,30716,716,
THAKER,603,1501,87.80%,31774,687,
YUM,603,1501,94.50%,33690,638,
FREEMAN,602,1507,0.40%,140,162686,
TEO,602,1507,68.30%,26125,881,
BORROMEO,602,1507,72.10%,27235,835,
KHURANA,602,1507,90.10%,32460,668,
AFZAL,601,1511,65.20%,25221,922,
MENESES,600,1512,10.50%,5593,5695,
OKUBO,600,1512,85.20%,31167,704,
GOROSPE,599,1514,72.30%,27413,828,
SHROFF,597,1515,76.10%,28617,784,
LIEW,597,1515,93.90%,33782,636,
ZHAN,597,1515,96.90%,34711,616,
RANI,596,1518,84.90%,31235,702,
LABRADOR,595,1519,37.30%,16554,1597,
BAL,595,1519,44.90%,19018,1325,
NEPOMUCENO,595,1519,65.70%,25591,906,
IMAMURA,595,1519,82.30%,30483,723,
NOGUCHI,595,1519,85.10%,31339,699,
RHO,595,1519,89.30%,32529,666,
THANG,595,1519,92.50%,33471,643,
ISAAC,594,1526,3.60%,2039,16312,
DACANAY,594,1526,76.30%,28751,779,
OSHIMA,593,1528,85.10%,31426,697,
MILLS,592,1529,0.40%,165,147909,
CUEVAS,592,1529,1.80%,993,32015,
DASGUPTA,592,1529,87.60%,32161,676,
SAEPHANH,592,1529,93.40%,33876,634,
WOODS,591,1533,0.40%,133,168814,
PAREDES,591,1533,3.20%,1758,18689,
ARIF,591,1533,68.60%,26587,862,
CHAUDHARI,591,1533,93.40%,33933,633,
MORRISON,590,1537,0.50%,231,117939,
LAMA,590,1537,33.50%,15299,1763,
ROSETE,590,1537,44.10%,18875,1339,
TEA,590,1537,60.00%,23968,983,
NAKAO,590,1537,82.60%,30791,714,
RAGHAVAN,590,1537,93.90%,34150,628,
CARDENAS,589,1543,1.00%,529,56618,
BALA,589,1543,37.60%,16769,1568,
GASPAR,588,1545,7.70%,4327,7601,
PING,588,1545,19.60%,9922,3001,
LALL,588,1545,46.40%,19695,1266,
DEOCAMPO,588,1545,77.00%,29210,764,
KAWANO,588,1545,82.50%,30831,713,
PETER,587,1550,6.80%,3758,8662,
OM,587,1550,85.30%,31738,688,
RICE,586,1552,0.40%,169,146440,
ARNOLD,586,1552,0.40%,187,136315,
BARRERA,586,1552,1.30%,713,43720,
OKUMURA,586,1552,83.60%,31271,701,
MEDRANO,585,1556,2.00%,1091,29386,
SHON,585,1556,73.20%,28194,799,
OZAKI,585,1556,80.10%,30264,730,
GOSWAMI,585,1556,93.00%,34114,629,
HOFFMAN,584,1560,0.40%,195,132645,
TAHIR,584,1560,53.50%,22116,1091,
NONG,584,1560,92.00%,33830,635,
SANGHA,583,1563,88.90%,32939,656,
NICHOLS,582,1564,0.40%,174,141936,
DESOUZA,582,1564,13.20%,7003,4413,
DEA,582,1564,49.90%,20995,1167,
ANDAYA,582,1564,69.60%,27207,836,
VALERA,581,1568,20.10%,10226,2893,
SANNICOLAS,581,1568,58.60%,23796,992,
NGU,581,1568,90.50%,33528,642,
VEA,580,1571,68.40%,26924,848,
HEM,580,1571,70.30%,27496,825,
THAMMAVONGSA,580,1571,87.90%,32782,660,
KHATOON,580,1571,89.00%,33090,652,
RAMANATHAN,580,1571,95.60%,35153,607,
BHASIN,579,1576,85.90%,32227,674,
BALASUBRAMANIAN,579,1576,95.50%,35187,606,
DIXON,578,1578,0.40%,156,152015,
WILLIS,578,1578,0.50%,216,125627,
KATAYAMA,578,1578,86.00%,32302,672,
MYINT,578,1578,87.20%,32652,663,
TAIRA,577,1582,79.30%,30324,728,
MIYAZAKI,577,1582,87.30%,32743,661,
CARROLL,576,1584,0.40%,201,131020,
MAYO,576,1584,1.70%,965,33126,
EM,576,1584,77.80%,29932,740,
BACANI,576,1584,81.70%,31126,705,
CHHABRA,576,1584,88.80%,33206,649,
CONTRERAS,574,1589,0.60%,299,92660,
ANTHONY,574,1589,1.10%,580,52146,
HY,574,1589,76.50%,29625,750,
MORIKAWA,574,1589,81.10%,31014,708,
SINGHAL,574,1589,87.10%,32823,659,
TEP,574,1589,88.70%,33292,647,
WIDJAJA,574,1589,94.70%,35187,606,
KURUVILLA,574,1589,94.70%,35187,606,
PO,573,1597,75.60%,29390,758,
SAWHNEY,573,1597,87.20%,32900,657,
CARPENTER,572,1599,0.50%,211,127073,
BURKE,572,1599,0.50%,229,119175,
MUSTAFA,572,1599,14.40%,7724,3970,
MIYASATO,572,1599,77.00%,29840,743,
JHAVERI,572,1599,91.20%,34210,627,
BAN,571,1604,36.90%,16960,1546,
RAMASWAMY,571,1604,92.20%,34599,619,
VEGA,570,1606,0.60%,318,87728,
RAVI,570,1606,91.50%,34399,623,
BALUYOT,570,1606,92.40%,34673,617,
BERRY,569,1609,0.40%,205,129405,
SAKURAI,569,1609,87.70%,33206,649,
HICKS,568,1611,0.40%,155,153618,
CHINEN,568,1611,82.00%,31563,693,
AUSTIN,566,1613,0.50%,241,113160,
SREY,566,1613,86.00%,32856,658,
AUNG,566,1613,90.40%,34259,626,
MANG,565,1616,28.90%,14108,1957,
NISHI,565,1616,80.70%,31301,700,
YOKOTA,565,1616,85.70%,32823,659,
BUSTAMANTE,564,1619,3.10%,1794,18363,
DASS,564,1619,52.40%,22322,1077,
AGCAOILI,564,1619,81.70%,31658,690,
KAHLON,564,1619,89.70%,34114,629,
TRIPATHI,563,1623,90.80%,34554,620,
ALVARADO,562,1624,0.60%,294,93723,
MIR,562,1624,39.50%,18077,1422,
KITAGAWA,562,1624,81.40%,31658,690,
JOY,561,1627,4.40%,2607,12741,
MAHMUD,561,1627,54.70%,23221,1025,
MOJICA,560,1629,5.20%,3077,10803,
VILLAREAL,560,1629,6.50%,3797,8577,
SOUZA,559,1631,2.80%,1627,20168,
HUM,557,1632,59.00%,24763,944,
TERADA,557,1632,85.20%,33020,654,
ELLIOTT,556,1634,0.40%,197,132457,
ARCEO,556,1634,18.10%,9716,3068,
HORIUCHI,556,1634,81.00%,31817,686,
WEAVER,555,1637,0.40%,179,138811,
JACOBS,555,1637,0.50%,233,115540,
ROMAN,555,1637,0.90%,507,59020,
MEDEIROS,555,1637,3.10%,1818,18121,
DELAPAZ,555,1637,11.70%,6611,4729,
PHANG,555,1637,80.10%,31563,693,
THAMMAVONG,555,1637,93.60%,35797,593,
OUM,554,1644,89.90%,34711,616,
PULIDO,553,1645,3.90%,2347,14151,
MOSES,552,1646,1.50%,858,36814,
LEDESMA,552,1646,3.70%,2211,15077,
TAKAYAMA,552,1646,86.70%,33735,637,
GATCHALIAN,552,1646,92.30%,35585,598,
BRYANT,551,1650,0.30%,120,183761,
CAM,551,1650,56.30%,24061,978,
GRANT,550,1652,0.40%,192,134034,
NAITO,549,1653,87.40%,34150,628,
NING,549,1653,87.80%,34308,625,
TAK,548,1655,83.90%,33054,653,
OWENS,547,1656,0.30%,126,176334,
BARRETT,547,1656,0.60%,288,95896,
TANDON,547,1656,85.30%,33563,641,
ONISHI,547,1656,85.90%,33735,637,
OKUDA,547,1656,88.20%,34554,620,
TSAY,547,1656,92.60%,35916,591,
PIERCE,546,1662,0.40%,186,136517,
PERKINS,546,1662,0.40%,212,126951,
LIE,546,1662,66.00%,27439,827,
KANDA,546,1662,68.40%,28226,798,
DELMUNDO,546,1662,93.20%,36129,586,
HATTORI,545,1667,85.80%,33830,635,
BUSTOS,544,1668,4.40%,2680,12401,
CHOCK,544,1668,55.60%,24061,978,
DAN,543,1670,23.50%,12317,2315,
SAIKI,543,1670,75.90%,30753,715,
YAMAZAKI,543,1670,92.70%,36129,586,
MYUNG,543,1670,96.60%,37319,562,
MADRID,542,1674,2.60%,1580,20834,
BABA,542,1674,35.80%,17214,1516,
CUNNINGHAM,541,1676,0.40%,198,131896,
IBANEZ,541,1676,9.00%,5328,6018,
HALIM,541,1676,52.00%,22949,1041,
SAMONTE,541,1676,82.30%,32900,657,
KOU,541,1676,90.50%,35585,598,
BECK,540,1681,0.60%,295,93161,
LEA,540,1681,5.60%,3414,9597,
KHOO,540,1681,92.20%,36129,586,
AGUILA,539,1684,12.50%,7122,4326,
HING,539,1684,44.00%,20204,1226,
IGE,539,1684,71.40%,29481,755,
VINH,539,1684,94.70%,36956,569,
TUCKER,538,1688,0.30%,139,162933,
PRADO,538,1688,3.10%,1873,17586,
KEALOHA,538,1688,59.10%,25484,911,
GANESH,538,1688,64.60%,27289,833,
HEU,538,1688,84.50%,33735,637,
PUROHIT,538,1688,92.60%,36381,581,
VIDAL,537,1694,3.90%,2395,13867,
LOOK,536,1695,13.30%,7596,4037,
MINAMI,536,1695,82.70%,33248,648,
NANDA,536,1695,86.50%,34554,620,
TSAN,536,1695,91.00%,35994,589,
TOMA,535,1699,16.60%,9279,3229,
FLORENDO,535,1699,70.30%,29296,761,
LIWANAG,535,1699,91.00%,36045,588,
CHOHAN,534,1702,82.80%,33380,645,
ZEE,533,1703,53.80%,23831,990,
HANDA,533,1703,67.30%,28375,792,
KANNAN,533,1703,74.30%,30682,717,
ICHIKAWA,533,1703,85.70%,34459,622,
CEN,533,1703,89.60%,35721,595,
FOK,533,1703,93.20%,36807,572,
BRAVO,532,1709,1.90%,1165,27576,
EUSEBIO,532,1709,38.10%,18329,1395,
SAMRA,532,1709,51.10%,22934,1042,
BADUA,531,1712,83.80%,33876,634,
SUBRAMANIAM,531,1712,92.50%,36716,574,
MENDEZ,530,1714,0.50%,242,112736,
SANDOVAL,530,1714,0.60%,287,96303,
NAWAZ,530,1714,75.40%,31202,703,
PAPA,529,1717,9.00%,5438,5884,
MARCOS,529,1717,16.20%,9192,3263,
BLAS,529,1717,17.70%,9973,2985,
MOHIUDDIN,529,1717,80.80%,32984,655,
JING,529,1717,93.60%,37145,565,
ALBA,528,1722,5.30%,3324,9872,
ALEJO,528,1722,12.90%,7520,4081,
TANI,528,1722,61.70%,26738,856,
MASOOD,528,1722,69.00%,29181,765,
KNIGHT,527,1726,0.40%,199,131860,
MAGAT,527,1726,84.50%,34342,624,
CHHIM,527,1726,87.50%,35387,602,
ALMAZAN,526,1729,12.20%,7154,4304,
BRADLEY,525,1730,0.40%,200,131289,
BISHOP,525,1730,0.50%,238,114034,
TEJADA,525,1730,5.40%,3372,9700,
DEO,524,1733,49.20%,22538,1065,
QAZI,524,1733,75.00%,31339,699,
HAYASHIDA,524,1733,81.90%,33605,640,
CHAPMAN,523,1736,0.40%,218,124614,
BURGOS,523,1736,2.60%,1658,19816,
ALBERTO,523,1736,11.90%,7026,4398,
CUMMINGS,522,1739,0.70%,372,76707,
HAMEED,522,1739,52.00%,23568,1004,
VIEN,522,1739,59.90%,26361,871,
SIA,522,1739,73.20%,30831,713,
TAKESHITA,522,1739,85.40%,34949,611,
YADAV,522,1739,89.50%,36276,583,
COLLADO,521,1745,7.60%,4735,6854,
GARRIDO,521,1745,9.10%,5589,5699,
DUTT,521,1745,37.90%,18520,1375,
ASIF,521,1745,79.90%,33090,652,
OKIMOTO,521,1745,84.60%,34711,616,
VITUG,521,1745,90.80%,36716,574,
CORREA,520,1751,1.80%,1109,28910,
AREVALO,520,1751,3.30%,2087,15942,
PANJWANI,520,1751,87.70%,35797,593,
LOUIS,519,1754,2.80%,1771,18552,
MONTEMAYOR,519,1754,7.80%,4860,6630,
SIHARATH,519,1754,89.50%,36421,580,
HIPOLITO,518,1757,28.30%,14862,1828,
FRANKLIN,517,1758,0.50%,236,114859,
ZIA,517,1758,56.00%,25169,924,
ZAPANTA,517,1758,83.70%,34630,618,
KITAMURA,516,1761,85.90%,35445,601,
BENSON,514,1762,0.60%,332,84233,
BASSI,514,1762,33.90%,17221,1515,
STEPHENS,513,1764,0.40%,181,138742,
SOON,513,1764,72.70%,31085,706,
HEO,513,1764,95.70%,38771,536,
CHAR,511,1767,64.40%,28353,793,
CONG,511,1767,78.60%,33169,650,
SHEK,511,1767,81.00%,34038,631,
UPADHYAY,511,1767,89.20%,36761,573,
HUDSON,510,1771,0.40%,202,130793,
LEANO,510,1771,61.70%,27439,827,
CHHUN,510,1771,91.40%,37534,558,
DUNCAN,509,1774,0.40%,203,130419,
CARIAGA,509,1774,64.80%,28584,785,
BAKSH,508,1776,38.70%,19136,1314,
ESTACIO,508,1776,58.30%,26332,872,
TECSON,508,1776,88.80%,36807,572,
FUKUNAGA,507,1779,85.90%,35957,590,
JHA,507,1779,92.70%,38079,547,
WALSH,506,1781,0.50%,265,103216,
DAYRIT,506,1781,92.00%,37938,550,
IYENGAR,506,1781,92.50%,38079,547,
GUNAWAN,506,1781,92.80%,38198,545,
MONTGOMERY,505,1785,0.50%,246,112144,
MANIVONG,505,1785,89.90%,37319,562,
SRIDHAR,505,1785,94.70%,38942,533,
SHA,504,1788,73.10%,31704,689,
SUI,504,1788,90.20%,37480,559,
MADAN,503,1790,54.40%,25169,924,
MADAMBA,503,1790,81.70%,34711,616,
GANESAN,503,1790,94.40%,38942,533,
ESPINO,502,1793,4.60%,3030,10968,
ESPEJO,502,1793,27.10%,14731,1849,
IZUMI,502,1793,79.40%,33993,632,
PHONG,502,1793,90.60%,37728,554,
JOU,502,1793,93.30%,38644,538,
SOTO,501,1798,0.50%,257,106631,
KAI,501,1798,52.90%,24701,947,
FORONDA,500,1800,60.10%,27313,832,
PAGADUAN,500,1800,79.20%,34038,631,
RILEY,499,1802,0.40%,210,127960,
WHEELER,499,1802,0.40%,223,121684,
DUQUE,499,1802,8.70%,5569,5723,
PANGAN,499,1802,81.00%,34711,616,
LOVAN,497,1806,38.00%,19187,1309,
MATSUSHITA,497,1806,89.20%,37591,557,
HAWKINS,496,1808,0.40%,191,134066,
WEBER,496,1808,0.50%,252,107866,
OMORI,496,1808,80.30%,34630,618,
BALAKRISHNAN,496,1808,90.70%,38079,547,
NAKAI,495,1812,43.90%,21565,1128,
PANGELINAN,495,1812,67.20%,30023,737,
SI,495,1812,74.90%,32743,661,
MANALANG,495,1812,91.20%,38320,543,
DEOL,494,1816,80.20%,34711,616,
SAKAGUCHI,494,1816,80.50%,34799,614,
JIM,493,1818,14.80%,9032,3327,
BUMANGLAG,493,1818,79.90%,34673,617,
SHISHIDO,493,1818,80.20%,34757,615,
MIYATA,493,1818,88.40%,37534,558,
LYNCH,492,1822,0.40%,237,114448,
NEWMAN,492,1822,0.50%,273,100491,
BELLO,492,1822,4.10%,2779,11933,
SANJOSE,492,1822,66.50%,29932,740,
TAKARA,492,1822,85.60%,36672,575,
RAJAGOPALAN,492,1822,96.10%,40265,512,
