Surname,Count,Rank,Rate,USRank,USTotal,Source
#Last name / Surname,Number of occurrences among people self-identifying as 'white',Surname rank among whites,% of people with surname self-identifying as 'white',U.S. Rank,U.S. total occurrences,https://names.mongabay.com/data/white.html Derived from US Census Data
HOGUE,12815,1790,83.00%,2159,15442,
LUKE,12810,1791,75.30%,1940,17016,
CHASTAIN,12801,1792,95.50%,2469,13403,
THURSTON,12800,1793,85.80%,2234,14918,
BRANNON,12798,1794,81.80%,2127,15640,
MALLOY,12797,1795,79.70%,2070,16056,
BOCK,12787,1796,95.60%,2476,13369,
IRELAND,12782,1797,90.20%,2342,14168,
HILLMAN,12775,1798,82.70%,2156,15448,
FAIRCHILD,12762,1799,93.20%,2424,13700,
FLINT,12757,1800,86.90%,2268,14683,
MORRISSEY,12753,1801,96.30%,2496,13244,
VANHORN,12752,1802,93.00%,2421,13716,
THARP,12752,1802,93.90%,2443,13578,
CARNES,12734,1804,89.90%,2344,14158,
ROWELL,12723,1805,82.30%,2154,15457,
FERRARA,12709,1806,95.10%,2480,13357,
CHEEK,12700,1807,81.60%,2140,15566,
CREECH,12699,1808,92.20%,2414,13770,
MOELLER,12678,1809,96.80%,2533,13094,
WILKES,12671,1810,71.20%,1856,17797,
PAYTON,12664,1811,55.60%,1440,22773,
MICHEL,12649,1812,58.90%,1539,21487,
HERRMANN,12649,1812,96.90%,2541,13056,
RUSS,12610,1814,73.60%,1931,17136,
SQUIRES,12604,1815,90.20%,2380,13969,
CHAMPION,12592,1816,74.50%,1953,16900,
LEARY,12574,1817,83.10%,2203,15127,
HITCHCOCK,12574,1817,92.00%,2427,13664,
TITUS,12569,1819,82.00%,2172,15321,
ELLER,12566,1820,94.90%,2497,13243,
WRAY,12564,1821,84.80%,2257,14812,
RINEHART,12560,1822,95.20%,2510,13192,
HACKER,12552,1823,95.20%,2513,13178,
MAJOR,12542,1824,63.40%,1659,19791,
WILES,12530,1825,90.70%,2406,13810,
BORDEN,12528,1826,81.70%,2171,15342,
GILLILAND,12523,1827,95.10%,2517,13170,
WORTHINGTON,12518,1828,89.20%,2363,14038,
MAST,12518,1828,97.30%,2587,12869,
OVERTON,12517,1830,69.20%,1822,18094,
YOUNGBLOOD,12507,1831,71.50%,1884,17485,
DEVRIES,12503,1832,96.50%,2567,12958,
SEAMAN,12498,1833,94.30%,2492,13260,
MCGREGOR,12493,1834,83.50%,2227,14969,
SCHERER,12480,1835,96.80%,2580,12889,
STARNES,12478,1836,90.10%,2400,13844,
BARNEY,12474,1837,80.20%,2144,15556,
WILLEY,12464,1838,94.80%,2521,13145,
MINTON,12457,1839,91.10%,2426,13667,
STCLAIR,12450,1840,87.10%,2318,14296,
MACKENZIE,12449,1841,94.50%,2515,13174,
LINCOLN,12445,1842,77.40%,2068,16070,
BURNETTE,12436,1843,75.80%,2026,16409,
HUMPHREYS,12434,1844,91.80%,2447,13548,
WISNIEWSKI,12431,1845,97.40%,2602,12760,
HEIN,12423,1846,95.90%,2569,12953,
DAMICO,12416,1847,95.80%,2565,12966,
BOUCHARD,12411,1848,96.40%,2586,12870,
BACHMAN,12410,1849,96.30%,2582,12887,
BEAM,12407,1850,93.80%,2502,13230,
FOUNTAIN,12405,1851,65.00%,1720,19094,
RHOADS,12404,1852,95.40%,2557,13008,
LUTHER,12401,1853,91.20%,2438,13601,
BRANTLEY,12399,1854,62.10%,1646,19953,
STALLINGS,12389,1855,73.70%,1968,16819,
STEWARD,12385,1856,57.40%,1533,21558,
WHITING,12382,1857,78.80%,2116,15719,
HOLM,12377,1858,96.00%,2578,12894,
WAHL,12367,1859,95.60%,2574,12933,
SOUSA,12363,1860,87.20%,2339,14183,
WESTFALL,12359,1861,95.30%,2564,12968,
PRUETT,12324,1862,94.00%,2526,13113,
LOVETT,12313,1863,66.80%,1789,18421,
ISAACS,12308,1864,85.60%,2306,14379,
DOW,12306,1865,84.20%,2278,14622,
MCNULTY,12306,1865,94.10%,2538,13080,
SHANK,12301,1867,94.10%,2539,13070,
GIVENS,12300,1868,51.60%,1364,23823,
SNODGRASS,12295,1869,94.80%,2566,12963,
SMILEY,12285,1870,64.60%,1728,19014,
CRUMP,12277,1871,61.50%,1643,19973,
ROBB,12274,1872,91.20%,2460,13455,
VITALE,12271,1873,95.70%,2593,12826,
STEINBERG,12265,1874,96.50%,2610,12715,
BUSBY,12254,1875,79.40%,2161,15424,
REYES,12230,1876,5.30%,81,232511,
EMMONS,12229,1877,92.90%,2518,13162,
ROWAN,12225,1878,88.60%,2408,13803,
UPTON,12221,1879,89.70%,2432,13630,
WENDT,12221,1879,95.90%,2605,12744,
SHELLEY,12218,1881,87.30%,2373,13995,
FUCHS,12211,1882,96.10%,2612,12707,
BOLES,12210,1883,83.40%,2274,14644,
BALES,12206,1884,93.70%,2550,13028,
RECTOR,12202,1885,89.70%,2437,13609,
MCCARTNEY,12198,1886,93.80%,2555,13011,
FINNEY,12197,1887,72.10%,1950,16919,
ELLSWORTH,12194,1888,92.30%,2506,13213,
NOONAN,12191,1889,96.40%,2625,12641,
MORALES,12188,1890,5.60%,90,217642,
STAPLES,12182,1891,73.50%,2007,16572,
WHITTEN,12182,1891,87.80%,2393,13876,
STRANGE,12180,1893,83.50%,2282,14582,
TROTTER,12178,1894,64.30%,1734,18946,
BLANK,12175,1895,95.80%,2613,12706,
SHIPMAN,12172,1896,81.60%,2235,14917,
POLK,12157,1897,47.80%,1270,25438,
GRAFF,12144,1898,96.40%,2637,12601,
PRATHER,12142,1899,77.70%,2129,15631,
CROOK,12139,1900,85.00%,2323,14279,
BELANGER,12131,1901,96.00%,2628,12634,
NICKERSON,12111,1902,78.60%,2162,15409,
TEMPLETON,12103,1903,91.00%,2483,13299,
BEAVERS,12100,1904,79.00%,2175,15316,
SCHELL,12095,1905,94.60%,2596,12785,
HOOK,12084,1906,91.70%,2516,13171,
KINSEY,12083,1907,78.70%,2169,15357,
RUCKER,12069,1908,48.00%,1287,25160,
MCNEILL,12049,1909,65.90%,1806,18272,
GRIFFITHS,12048,1910,88.80%,2444,13563,
HOPE,12043,1911,72.10%,1988,16710,
WATT,12040,1912,81.00%,2246,14872,
GARBER,12038,1913,95.90%,2646,12558,
PENDLETON,12031,1914,75.10%,2076,16026,
HOOKER,12030,1915,73.00%,2017,16479,
TRAHAN,12030,1915,87.60%,2419,13733,
CONDON,12023,1917,94.70%,2620,12690,
MESSINA,12021,1918,95.20%,2631,12626,
NORWOOD,12020,1919,55.40%,1520,21678,
DOUGLASS,12017,1920,84.40%,2329,14236,
HOUCK,12017,1920,96.50%,2667,12458,
KEENER,12015,1922,92.10%,2545,13046,
KENYON,12014,1923,95.20%,2635,12620,
WILL,12013,1924,91.20%,2514,13177,
DOWD,12010,1925,90.40%,2486,13279,
JERNIGAN,12001,1926,78.40%,2182,15298,
DENNISON,12001,1926,84.90%,2348,14132,
STOCK,12001,1926,96.20%,2657,12479,
ADCOCK,12000,1929,95.60%,2647,12550,
BRANHAM,11997,1930,88.50%,2446,13550,
EBERT,11992,1931,96.40%,2671,12440,
CHRISTY,11987,1932,90.20%,2484,13295,
FAIR,11981,1933,67.90%,1870,17658,
MCCAIN,11974,1934,66.80%,1842,17933,
SAMS,11974,1934,77.50%,2158,15446,
HERRINGTON,11974,1934,87.90%,2434,13628,
SEITZ,11970,1937,96.70%,2683,12375,
DANIELSON,11964,1938,94.80%,2633,12622,
KNOTT,11960,1939,85.40%,2369,14008,
CHENEY,11956,1940,92.20%,2563,12970,
BURROUGHS,11949,1941,71.50%,1990,16702,
SCHUBERT,11943,1942,95.90%,2664,12460,
JARRELL,11940,1943,90.30%,2504,13224,
PEASE,11922,1944,92.90%,2592,12828,
BREEN,11920,1945,90.10%,2499,13237,
DICKENS,11872,1946,65.30%,1814,18181,
CARRIER,11865,1947,88.50%,2467,13413,
TROUT,11864,1948,94.40%,2642,12569,
CURRIE,11862,1949,71.30%,2000,16627,
MAIN,11852,1950,93.80%,2629,12631,
TRIPLETT,11850,1951,68.00%,1890,17422,
REES,11849,1952,95.10%,2669,12456,
PICKERING,11846,1953,90.10%,2519,13154,
FARRAR,11840,1954,81.90%,2301,14451,
BOLIN,11839,1955,91.80%,2577,12895,
VICK,11831,1956,84.50%,2368,14009,
JOLLY,11829,1957,78.00%,2198,15166,
JAEGER,11829,1957,96.20%,2695,12298,
DARBY,11803,1959,66.10%,1850,17854,
DOWELL,11802,1960,77.50%,2192,15226,
PARISH,11788,1961,82.70%,2327,14250,
KELSEY,11779,1962,85.10%,2397,13849,
CARON,11779,1962,95.40%,2690,12343,
COBURN,11777,1964,87.10%,2454,13514,
FRANTZ,11773,1965,96.10%,2699,12252,
REICH,11766,1966,95.80%,2696,12283,
BEARDEN,11765,1967,90.10%,2543,13051,
WILLETT,11764,1968,92.60%,2613,12706,
KITCHEN,11756,1969,81.20%,2298,14478,
BOLLINGER,11755,1970,96.50%,2713,12180,
SATTERFIELD,11750,1971,85.00%,2405,13824,
GANN,11746,1972,93.50%,2645,12563,
RUDD,11737,1973,82.80%,2343,14167,
WINSLOW,11722,1974,85.50%,2422,13713,
DRUMMOND,11720,1975,68.80%,1937,17032,
CASPER,11717,1976,94.10%,2667,12458,
MARLOW,11706,1977,88.80%,2511,13185,
WAY,11688,1978,82.20%,2334,14222,
WHITMORE,11687,1979,77.20%,2202,15135,
DENNEY,11682,1980,94.70%,2692,12333,
SALISBURY,11681,1981,92.80%,2640,12581,
CLEVENGER,11675,1982,96.10%,2725,12146,
HOBSON,11673,1983,70.70%,2011,16517,
WAKEFIELD,11668,1984,83.00%,2360,14058,
DEVLIN,11663,1985,93.60%,2664,12460,
MCCLELLAND,11654,1986,85.60%,2435,13610,
NEWBERRY,11650,1987,88.00%,2501,13233,
BARONE,11649,1988,95.40%,2705,12208,
MARTINO,11648,1989,90.40%,2580,12889,
AMATO,11640,1990,93.80%,2676,12411,
HASKINS,11630,1991,70.70%,2022,16457,
WHIPPLE,11621,1992,86.80%,2471,13387,
CASTRO,11620,1993,8.70%,194,133254,
ORTIZ,11593,1994,5.40%,94,214683,
LEAVITT,11589,1995,94.80%,2702,12223,
ELY,11579,1996,89.90%,2583,12884,
ASHER,11576,1997,91.10%,2611,12710,
SPEAR,11573,1998,88.70%,2544,13049,
GIRARD,11570,1999,93.30%,2677,12407,
STOREY,11568,2000,86.00%,2461,13450,
WELDON,11566,2001,82.50%,2367,14025,
FORRESTER,11566,2001,87.10%,2487,13276,
STAMPER,11552,2003,90.80%,2608,12729,
PARROTT,11545,2004,85.70%,2458,13473,
COATS,11520,2005,75.50%,2185,15265,
BOURGEOIS,11517,2006,90.20%,2598,12765,
HERRICK,11511,2007,95.90%,2759,12002,
MILLARD,11510,2008,91.20%,2633,12622,
LEWANDOWSKI,11502,2009,97.30%,2794,11822,
PENCE,11473,2010,96.00%,2769,11952,
HAMRICK,11455,2011,94.70%,2737,12099,
DYKES,11453,2012,82.40%,2391,13891,
COTTER,11448,2013,95.60%,2764,11977,
MARKHAM,11445,2014,89.70%,2600,12763,
KILPATRICK,11443,2015,82.70%,2402,13832,
COONEY,11443,2015,94.30%,2728,12136,
LINDER,11442,2017,85.50%,2474,13375,
CULP,11440,2018,87.80%,2547,13035,
FALLON,11439,2019,89.80%,2605,12744,
FERRARO,11435,2020,94.60%,2742,12090,
EARL,11432,2021,74.50%,2170,15347,
LONGO,11427,2022,94.30%,2731,12122,
RODRIGUES,11415,2023,42.80%,1204,26652,
HOSTETLER,11415,2023,97.90%,2817,11659,
MARK,11412,2025,71.70%,2091,15916,
HERR,11396,2026,91.40%,2663,12466,
LINN,11388,2027,93.50%,2714,12178,
HEARN,11378,2028,77.50%,2270,14680,
DEWEY,11369,2029,93.40%,2716,12174,
GEARY,11366,2030,93.40%,2717,12168,
RUFF,11354,2031,75.50%,2220,15035,
MATSON,11346,2032,93.80%,2736,12100,
CHRISTIANSON,11339,2033,95.60%,2787,11866,
ARRINGTON,11334,2034,53.40%,1554,21216,
SISK,11325,2035,92.90%,2709,12191,
BURRELL,11321,2036,49.10%,1414,23048,
HARP,11313,2037,85.10%,2484,13295,
POOL,11306,2038,85.70%,2509,13194,
ORLANDO,11305,2039,91.50%,2688,12353,
LANTZ,11286,2040,96.50%,2812,11698,
GILMAN,11281,2041,94.40%,2770,11948,
JULIAN,11271,2042,77.10%,2277,14625,
NADEAU,11262,2043,94.40%,2780,11931,
SHERRILL,11253,2044,84.00%,2470,13389,
MCQUEEN,11251,2045,60.20%,1757,18701,
BRUBAKER,11246,2046,97.00%,2836,11588,
RUST,11224,2047,95.00%,2795,11816,
DUGGAN,11221,2048,94.00%,2773,11941,
BRADEN,11209,2049,86.00%,2548,13032,
DRIVER,11206,2050,74.50%,2219,15036,
LANCE,11206,2050,88.20%,2618,12700,
CROFT,11204,2052,88.20%,2616,12702,
CLANCY,11200,2053,92.80%,2744,12066,
DOVE,11199,2054,79.40%,2351,14106,
SCANLON,11199,2054,96.30%,2820,11635,
RALSTON,11194,2056,92.70%,2743,12076,
STOCKTON,11193,2057,86.00%,2552,13015,
BURLESON,11193,2057,88.60%,2627,12637,
SOMMER,11182,2059,96.20%,2826,11624,
CYR,11180,2060,96.30%,2832,11611,
KOLB,11165,2061,95.90%,2818,11644,
ALVAREZ,11159,2062,6.60%,132,168817,
FARNSWORTH,11146,2063,96.40%,2848,11563,
PARNELL,11144,2064,79.20%,2358,14069,
LOONEY,11140,2065,86.00%,2568,12955,
FALK,11122,2066,96.10%,2842,11575,
ROCKWELL,11112,2067,91.80%,2737,12099,
OLDHAM,11107,2068,87.10%,2604,12753,
KILLIAN,11106,2069,93.00%,2771,11947,
JAMESON,11104,2070,86.30%,2588,12868,
GOODSON,11099,2071,72.90%,2191,15229,
GUTIERREZ,11092,2072,5.20%,96,212905,
MIZE,11089,2073,93.40%,2786,11873,
STACK,11086,2074,94.70%,2810,11701,
NYE,11085,2075,95.30%,2821,11632,
BRINK,11082,2076,95.20%,2819,11638,
DANGELO,11077,2077,95.60%,2838,11587,
FRANZ,11072,2078,95.80%,2853,11553,
AKINS,11058,2079,65.60%,1960,16860,
BAGGETT,11058,2079,87.90%,2639,12586,
SCHOFIELD,11054,2081,89.50%,2686,12356,
SLONE,11053,2082,95.60%,2847,11564,
REDDING,11047,2083,72.40%,2187,15264,
HAM,11046,2084,69.70%,2103,15843,
BENNER,11039,2085,96.20%,2872,11479,
SLACK,11038,2086,85.60%,2579,12893,
LYTLE,11038,2086,86.90%,2617,12701,
STOLL,11029,2088,95.20%,2836,11588,
HAYWARD,11021,2089,73.30%,2218,15044,
GILLETTE,11021,2089,88.80%,2674,12414,
COYNE,11003,2091,96.60%,2890,11388,
OLIVEIRA,11000,2092,76.70%,2311,14341,
WENZEL,10988,2093,96.60%,2900,11370,
MANUEL,10987,2094,45.40%,1337,24227,
LYLE,10979,2095,84.80%,2570,12951,
CHURCHILL,10978,2096,90.70%,2735,12108,
MACE,10974,2097,90.60%,2734,12114,
CHRISTMAN,10970,2098,93.80%,2814,11693,
APPLEGATE,10960,2099,94.70%,2845,11569,
SPEER,10954,2100,93.20%,2806,11749,
MALLORY,10952,2101,64.50%,1944,16987,
RICCI,10952,2101,94.90%,2855,11543,
STEFFEN,10932,2103,97.20%,2937,11252,
CANFIELD,10931,2104,95.70%,2884,11427,
HALVERSON,10928,2105,96.10%,2896,11377,
LAUER,10923,2106,96.80%,2928,11281,
REINHARDT,10913,2107,93.90%,2828,11622,
MASTERSON,10906,2108,93.40%,2816,11673,
CORNWELL,10887,2109,91.50%,2783,11893,
CECIL,10877,2110,92.50%,2804,11758,
RUPP,10857,2111,96.90%,2959,11199,
THRASHER,10852,2112,86.60%,2651,12535,
CARL,10849,2113,90.00%,2746,12060,
HILDEBRAND,10815,2114,95.90%,2932,11272,
CALLAWAY,10803,2115,80.90%,2481,13354,
SCHMID,10796,2116,96.70%,2965,11160,
REA,10764,2117,78.50%,2423,13708,
RAINS,10764,2117,93.00%,2842,11575,
LINDQUIST,10762,2119,95.80%,2945,11229,
BLUE,10742,2120,47.90%,1461,22422,
KEYES,10741,2121,67.00%,2079,16020,
RUIZ,10736,2122,6.10%,129,175429,
HARKINS,10733,2123,92.50%,2835,11598,
BOWSER,10731,2124,76.30%,2356,14071,
BABB,10729,2125,84.30%,2609,12726,
WHELAN,10729,2125,96.40%,2976,11127,
CORRIGAN,10723,2127,96.50%,2980,11117,
BARROW,10712,2128,70.10%,2184,15277,
LUSK,10708,2129,88.20%,2726,12145,
THIBODEAUX,10702,2130,81.10%,2508,13199,
BAUMGARTNER,10702,2130,96.60%,2995,11078,
ZIELINSKI,10702,2130,97.10%,3014,11024,
FINE,10691,2133,92.80%,2865,11518,
DOBBINS,10689,2134,73.10%,2279,14615,
PALUMBO,10680,2135,96.00%,2978,11122,
FOUST,10675,2136,87.90%,2726,12145,
BARBOUR,10674,2137,75.20%,2338,14188,
PAULSEN,10673,2138,96.00%,2979,11121,
BEATY,10662,2139,84.70%,2638,12588,
FRALEY,10662,2139,93.10%,2879,11449,
LEVESQUE,10661,2141,95.90%,2982,11111,
LAYNE,10653,2142,81.40%,2537,13084,
PACHECO,10647,2143,18.20%,512,58534,
ROUSH,10644,2144,97.00%,3028,10970,
EPPERSON,10642,2145,85.80%,2681,12400,
GUINN,10639,2146,84.20%,2625,12641,
CLINTON,10626,2147,67.60%,2118,15714,
KREBS,10626,2147,97.00%,3034,10951,
HARLOW,10622,2149,95.50%,2975,11128,
GARY,10621,2150,50.10%,1555,21213,
HAVENS,10614,2151,94.60%,2951,11214,
KIMBLE,10610,2152,61.90%,1929,17138,
DORMAN,10609,2153,90.70%,2812,11698,
KOPP,10608,2154,97.20%,3047,10912,
BOLAND,10607,2155,93.40%,2908,11361,
MOULTON,10601,2156,91.50%,2840,11580,
GAVIN,10590,2157,78.40%,2453,13515,
TOLBERT,10588,2158,46.60%,1444,22720,
BLACKMON,10577,2159,51.10%,1589,20711,
GAFFNEY,10575,2160,84.80%,2662,12469,
MCKINNON,10568,2161,72.60%,2285,14566,
MARION,10568,2161,73.60%,2307,14364,
BOOKER,10562,2163,30.10%,902,35101,
GOMES,10558,2164,51.40%,1606,20532,
JOY,10553,2165,82.80%,2607,12741,
KECK,10548,2166,95.90%,3023,11001,
EAST,10544,2167,85.30%,2684,12357,
CRISP,10542,2168,83.80%,2640,12581,
BYRNES,10537,2169,96.60%,3046,10913,
KEEFE,10537,2169,97.00%,3060,10863,
CHANCE,10531,2171,77.50%,2441,13586,
HARWOOD,10523,2172,94.50%,2973,11138,
LENZ,10516,2173,96.10%,3038,10940,
SHOCKLEY,10515,2174,84.70%,2675,12413,
SISSON,10511,2175,92.60%,2909,11355,
HERSHBERGER,10503,2176,98.20%,3108,10693,
CHAVEZ,10501,2177,5.60%,118,185865,
VEST,10499,2178,92.40%,2904,11368,
EARLY,10498,2179,75.80%,2396,13855,
OREILLY,10483,2180,93.40%,2946,11224,
MANCINI,10481,2181,96.30%,3053,10881,
NESS,10475,2182,94.70%,3000,11058,
MEANS,10470,2183,66.20%,2107,15808,
BRUNS,10465,2184,96.20%,3056,10876,
BEERS,10461,2185,95.90%,3048,10908,
HERZOG,10461,2185,96.60%,3071,10825,
WATERMAN,10457,2187,88.60%,2797,11799,
NUNN,10456,2188,70.70%,2258,14792,
BAIR,10455,2189,94.80%,3013,11027,
FORSYTHE,10452,2190,91.80%,2894,11382,
SWITZER,10448,2191,93.20%,2953,11211,
BOEHM,10448,2191,97.50%,3103,10717,
REDMAN,10447,2193,83.80%,2660,12474,
NEW,10427,2194,90.40%,2858,11533,
GREENFIELD,10418,2195,87.80%,2788,11864,
EDGAR,10418,2195,89.80%,2833,11607,
AARON,10410,2197,69.80%,2236,14904,
DOWDY,10404,2198,78.50%,2494,13249,
WALLIS,10403,2199,92.20%,2929,11279,
REEDY,10394,2200,90.00%,2851,11555,
KIEFER,10388,2201,96.60%,3087,10756,
FORMAN,10383,2202,85.10%,2706,12202,
SEIBERT,10377,2203,96.40%,3085,10762,
KUNTZ,10375,2204,96.20%,3081,10788,
STEEN,10372,2205,83.90%,2686,12356,
BUTTERFIELD,10368,2206,92.40%,2946,11224,
JANSSEN,10358,2207,96.60%,3100,10720,
COLBY,10357,2208,94.00%,3015,11023,
FINNEGAN,10357,2208,96.40%,3094,10740,
KRIEGER,10350,2210,96.70%,3106,10704,
HOUGHTON,10349,2211,93.90%,3016,11019,
JOINER,10346,2212,66.30%,2134,15595,
WING,10333,2213,83.00%,2670,12453,
MCCURDY,10333,2213,85.80%,2750,12044,
OSULLIVAN,10331,2215,95.00%,3054,10879,
WYMAN,10327,2216,93.30%,2997,11063,
WHEATLEY,10325,2217,85.40%,2740,12097,
EASLEY,10317,2218,64.90%,2094,15902,
LYMAN,10316,2219,90.00%,2875,11465,
HARGROVE,10304,2220,52.70%,1676,19555,
MORENO,10299,2221,7.00%,170,146088,
MCGHEE,10296,2222,47.40%,1513,21727,
HITE,10293,2223,87.40%,2800,11776,
KROLL,10289,2224,95.90%,3098,10731,
WELLMAN,10282,2225,93.50%,3024,10993,
PARENT,10277,2226,94.50%,3057,10874,
EASON,10272,2227,60.70%,1949,16923,
ANGEL,10270,2228,53.20%,1704,19316,
HARTMANN,10261,2229,96.70%,3123,10612,
LOYD,10257,2230,76.40%,2464,13422,
FRANCO,10255,2231,19.30%,571,53161,
SOMMERS,10254,2232,94.20%,3050,10886,
WILBURN,10253,2233,68.80%,2240,14899,
FOY,10252,2234,75.20%,2432,13630,
COLBERT,10246,2235,48.10%,1544,21306,
MULLIN,10245,2236,92.30%,2987,11099,
OTOOLE,10244,2237,96.10%,3112,10663,
SELL,10238,2238,95.30%,3089,10747,
MAYBERRY,10229,2239,72.80%,2359,14060,
FERRY,10228,2240,91.40%,2960,11190,
DRURY,10228,2240,96.30%,3120,10626,
FORTNER,10226,2242,91.20%,2955,11209,
ROYER,10211,2243,94.20%,3069,10836,
PEPPER,10204,2244,90.50%,2931,11274,
NAGLE,10193,2245,95.70%,3117,10650,
MCCLOSKEY,10189,2246,96.30%,3132,10582,
GARVEY,10188,2247,91.70%,2981,11113,
LAWS,10186,2248,73.30%,2391,13891,
SHELL,10171,2249,77.40%,2523,13143,
GRABER,10164,2250,97.70%,3165,10402,
GROGAN,10160,2251,89.90%,2923,11302,
HIGHTOWER,10137,2252,53.20%,1723,19054,
MELLO,10136,2253,90.00%,2934,11263,
HANNON,10135,2254,87.50%,2841,11578,
CHOATE,10128,2255,91.60%,3002,11051,
LANKFORD,10127,2256,85.60%,2793,11827,
LEAHY,10119,2257,96.20%,3144,10515,
MILAM,10118,2258,87.60%,2852,11554,
STRAND,10115,2259,92.30%,3031,10962,
LARUE,10114,2260,89.40%,2921,11315,
CUSTER,10113,2261,94.70%,3110,10684,
CARMAN,10106,2262,91.50%,3003,11048,
KEANE,10102,2263,95.10%,3121,10622,
MORLEY,10100,2264,93.40%,3072,10815,
MCADAMS,10085,2265,88.00%,2877,11455,
SEIFERT,10079,2266,97.00%,3169,10395,
REITER,10073,2267,96.10%,3151,10487,
SALTER,10065,2268,71.90%,2375,13991,
ELROD,10064,2269,94.40%,3113,10661,
SKIDMORE,10063,2270,93.70%,3091,10745,
RADFORD,10060,2271,79.80%,2636,12607,
GALVIN,10060,2271,87.50%,2870,11499,
SEELEY,10060,2271,93.70%,3097,10735,
WOLFORD,10056,2274,93.60%,3096,10738,
BIGELOW,10052,2275,88.50%,2910,11354,
LAWTON,10039,2276,75.60%,2488,13272,
SMALLEY,10038,2277,87.20%,2866,11512,
LEMKE,10035,2278,96.90%,3179,10359,
CHRISTENSON,10034,2279,95.30%,3139,10530,
STOLTZFUS,10031,2280,98.70%,3228,10159,
CARY,10028,2281,83.50%,2756,12013,
KEELER,10021,2282,91.70%,3040,10930,
REIS,10019,2283,88.40%,2918,11331,
CARLIN,10015,2284,87.00%,2867,11509,
PENN,10009,2285,53.80%,1765,18601,
SALMON,10005,2286,75.10%,2482,13328,
HAMEL,9999,2287,94.40%,3129,10592,
KOZLOWSKI,9997,2288,96.50%,3178,10363,
NOE,9993,2289,92.60%,3080,10789,
CHESTER,9992,2290,68.50%,2281,14595,
WALDROP,9989,2291,94.80%,3137,10535,
CLOUD,9988,2292,71.40%,2377,13985,
BREEDEN,9981,2293,90.40%,3008,11039,
NEEDHAM,9977,2294,92.30%,3074,10809,
BURKHOLDER,9976,2295,98.00%,3216,10182,
BIRCH,9974,2296,84.90%,2807,11745,
ANDREW,9963,2297,75.80%,2521,13145,
NIELSON,9963,2297,95.70%,3164,10410,
AYRES,9956,2299,90.60%,3025,10989,
LINTON,9955,2300,72.90%,2428,13660,
TONEY,9954,2301,56.90%,1886,17481,
DUNAWAY,9949,2302,92.60%,3093,10742,
FONTAINE,9948,2303,86.20%,2856,11542,
LIBBY,9944,2304,95.80%,3174,10375,
MILTON,9936,2305,49.90%,1652,19899,
BECKWITH,9932,2306,84.90%,2809,11703,
PAULEY,9928,2307,93.60%,3124,10610,
SCRUGGS,9922,2308,63.80%,2141,15562,
BACH,9914,2309,87.20%,2897,11375,
HEALEY,9912,2310,96.00%,3186,10327,
PATTEN,9908,2311,86.50%,2880,11448,
BUNDY,9905,2312,83.90%,2796,11806,
CHAMPAGNE,9898,2313,87.10%,2902,11369,
RAGSDALE,9897,2314,81.20%,2708,12195,
BURDETTE,9892,2315,88.90%,2977,11125,
GASTON,9888,2316,53.90%,1797,18348,
SOMERS,9879,2317,92.70%,3115,10659,
GLASER,9879,2317,96.20%,3199,10271,
HAGGERTY,9878,2319,90.10%,3032,10961,
BULL,9873,2320,87.70%,2936,11254,
DASILVA,9866,2321,70.60%,2378,13978,
FLANNERY,9864,2322,96.70%,3213,10198,
CLAWSON,9852,2323,93.90%,3150,10489,
WYLIE,9844,2324,84.60%,2822,11631,
BOYLES,9839,2325,90.50%,3059,10869,
MUIR,9834,2326,90.50%,3060,10863,
DEVORE,9815,2327,88.90%,3005,11040,
MOREY,9811,2328,92.60%,3126,10595,
EDMONDSON,9808,2329,74.80%,2528,13107,
WARDEN,9807,2330,89.40%,3028,10970,
SPURLOCK,9802,2331,84.30%,2825,11627,
LINDBERG,9801,2332,96.40%,3225,10163,
PHELAN,9800,2333,94.80%,3181,10343,
CHAPIN,9799,2334,95.70%,3206,10242,
SCARBOROUGH,9798,2335,82.10%,2773,11941,
LUNDY,9795,2336,69.20%,2344,14158,
KOONTZ,9795,2336,94.40%,3176,10373,
COMSTOCK,9794,2338,95.10%,3192,10298,
WILDE,9793,2339,95.90%,3210,10210,
HARDESTY,9790,2340,93.90%,3160,10425,
HANLON,9786,2341,96.50%,3239,10138,
BERTRAND,9783,2342,84.20%,2830,11619,
HAWTHORNE,9772,2343,61.20%,2083,15968,
GOSSETT,9765,2344,88.30%,2999,11059,
WAUGH,9764,2345,88.30%,3001,11052,
STILL,9762,2346,81.80%,2781,11929,
LOVELACE,9761,2347,73.10%,2478,13359,
CONTI,9761,2347,94.90%,3195,10284,
BARKLEY,9752,2349,75.40%,2573,12940,
NEVILLE,9749,2350,86.60%,2935,11258,
SAGE,9742,2351,91.10%,3109,10691,
BEHRENS,9742,2351,95.90%,3228,10159,
OVERSTREET,9736,2353,80.30%,2732,12121,
SOUTH,9731,2354,89.80%,3066,10839,
TURPIN,9726,2355,84.80%,2873,11475,
MCNEELY,9722,2356,86.50%,2941,11235,
SEVERSON,9722,2356,95.20%,3209,10214,
SCHWEITZER,9710,2358,97.20%,3293,9986,
SAGER,9707,2359,94.40%,3194,10285,
SNEED,9705,2360,57.60%,1963,16855,
BRINKMAN,9704,2361,97.40%,3299,9968,
NOLL,9703,2362,96.70%,3274,10030,
MORTENSEN,9701,2363,95.00%,3211,10208,
MIRANDA,9700,2364,14.30%,437,67646,
